,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
847,929,Psychometric Equivalence of the Computerized and Original Halstead Category Test Using a Matched Archival Sample.,2019-11-26 00:00:00,,Assessment,10.1177/1073191119887444,William F Goette,"<b>Objective:</b> Investigate the equivalence of several psychometric measures between the traditional Halstead Category Test (HCT-Original Version [OV]) and the computer-based Halstead Category Test (HCT-Computerized Version [CV]). <b>Method:</b> Data were from a diagnostically heterogeneous, archival sample of 211 adults administered either the HCT by computer (<i>n</i> = 105) or cabinet (<i>n</i> = 106) as part of a neuropsychological evaluation. Groups were matched on gender, race, education, Full Scale Intelligence Quotient, and Global Neuropsychological Deficit Score. Confirmatory factor analysis was used to examine structural equivalence. Score, variability, and reliability equivalency were also examined. Differential item and test functioning under a Rasch model were examined. <b>Results:</b> An identified factor structure from research of the HCT-OV fit the HCT-CV scores adequately: χ<sup>2</sup>(4) = 8.83, <i>p</i> = .07; root mean square error of approximation = 0.10 [0.00, 0.20]; standardized root mean residual = 0.03; comparative fit index = 0.99. Total scores and variability of subtest scores were not consistently equivalent between the two administration groups. Reliability estimates were, however, similar and adequate for clinical practice: 0.96 for HCT-OV and 0.97 for HCT-CV. About 17% of items showed possible differential item functioning, though just three of these items were statistically significant. Differential test functioning revealed expected total score differences of <1% between versions. <b>Conclusion:</b> The results of this study suggest that the HCT-CV functions similar to the HCT-OV with there being negligible differences in expected total scores between these versions. The HCT-CV demonstrated good psychometric properties, particularly reliability and construct validity consistent with previous literature. Further study is needed to generalize these findings and to further examine the equivalency of validity evidence between versions.",pubmed,0.7150647258806281
392,435,The Medical Research Council prion disease rating scale: a new outcome measure for prion disease therapeutic trials developed and validated using systematic observational studies.,,,Brain : a journal of neurology,10.1093/brain/awt048,Andrew G B Thompson,"Progress in therapeutics for rare disorders like prion disease is impeded by the lack of validated outcome measures and a paucity of natural history data derived from prospective observational studies. The first analysis of the U.K. National Prion Monitoring Cohort involved 1337 scheduled clinical assessments and 479 telephone assessments in 437 participants over 373 patient-years of follow-up. Scale development has included semi-quantitative and qualitative carer interviews, item response modelling (Rasch analysis), inter-rater reliability testing, construct analysis and correlation with several existing scales. The proposed 20-point Medical Research Council prion disease rating scale assesses domains of cognitive function, speech, mobility, personal care/feeding and continence, according to their relative importance documented by carer interviews. It is quick and simple to administer, and has been validated for use by doctors and nurses and for use over the telephone, allowing for frequent assessments that capture the rapid change typical of these diseases. The Medical Research Council Scale correlates highly with widely used cognitive and single item scales, but has substantial advantages over these including minimal floor effects. Three clear patterns of decline were observed using the scale: fast linear decline, slow linear decline (usually inherited prion disease) and in some patients, decline followed by a prolonged preterminal plateau at very low functional levels. Rates of decline and progress through milestones measured using the scale vary between sporadic, acquired and inherited prion diseases following clinical expectations. We have developed and validated a new functionally-oriented outcome measure and propose that future clinical trials in prion disease should collect data compatible with this scale, to allow for combined and comparative analyses. Such approaches may be advantageous in orphan conditions, where single studies of feasible duration will often struggle to achieve statistical power.",pubmed,0.714990690898032
2890,3175,Basic Physical Capability Scale: Psychometric Testing With Cognitively Impaired Older Adults.,2014-01-13 00:00:00,,American journal of Alzheimer's disease and other dementias,10.1177/1533317513517039,Barbara Resnick,"The purpose of this study was to evaluate the reliability and validity of the Basic Physical Capability Scale when used with older adults having moderate to severe cognitive impairment and consider the utility of the measure in establishing function-focused care (FFC) goals for these individuals. The study was a secondary data analysis using data from 2 intervention studies testing FFC interventions in older adults with moderate to severe cognitive impairment in nursing homes and assisted living settings. Participants included 96 recruited from 4 assisted living facilities and 103 older adults from 4 nursing homes. There was support for validity of the measure based on construct validity and hypothesis testing, internal consistency (Cronbach's α of .79), and utility of the measure. Recommendations are provided for additional items that might help better differentiate individuals with moderate to severe cognitive impairment who are particularly high or low in basic physical capability. ",pubmed,0.7137883211950454
4360,4788,"Validity of the definite and semidefinite questionnaire version of the Hamilton Depression Scale, the Hamilton Subscale and the Melancholia Scale. Part I.",2010-03-02 00:00:00,,European archives of psychiatry and clinical neuroscience,10.1007/s00406-010-0106-1,Jesper Bent-Hansen,"Instruments for self-rating in depression are available, but their psychometric properties have not been fully explored; discrepancies with clinician ratings have been identified. This study was longitudinal with 85 patients fulfilling the DSM-III-R diagnosis of Seasonal Affective Disorder. Self-reporting versions (definitely and semidefinitely anchored) corresponding to the Hamilton Depression Scale (HAMD), the Hamilton Subscale (HAM₆), and the Bech-Rafaelsen Melancholia Scale (MES) were compared to each other and the clinician-rated version. The unidimensional property of the sum score in each scale was tested by the item-response theory model ad modum Rasch. The scales were also tested for their sensitivity to discriminate between placebo and citalopram therapy. The sum scores and the sum score variances of the definite self-rating versions did not differ significantly from the sum scores of the corresponding observer scales at any of the five time points. The semidefinite scales significantly over-scored at all time points. The convergent validity between corresponding definite self-ratings and observer ratings was very high with correlations exceeding 0.90. Only item responses from the MES, the HAM₆, and their corresponding definite versions of the self-rating questionnaires DMQ and DHAM₆ were accepted by the Rasch analysis, and only these four valid scales discriminated significantly between the effect of citalopram and placebo treatment. Our results are limited to patients with moderate depression. Two new self-report scales with unparalleled construct validity, reliability, sensitivity, and convergent validity have been identified (DMQ and DHAM₆). We have also identified a crucial importance of format for the means and variances of self-rating scales. These findings are of high practical and scientific value.",pubmed,0.712561114789198
3017,3314,The Geriatric Depression Scale should be shortened: results of Rasch analysis.,,,International journal of geriatric psychiatry,,Wai Kwong Tang,"The purpose of this study was to examine the unidimensionality, item fit, redundancy and differential item functioning (DIF) of the 15-item version of the Geriatric Depression Scale (GDS) in a community sample of 300 Hong Kong Chinese patients with pneumoconiosis.",pubmed,0.7091771301192951
1771,1946,Development of item bank to measure deliberate self-harm behaviours: facilitating tailored scales and computer adaptive testing for specific research and clinical purposes.,2014-03-20 00:00:00,,Psychiatry research,10.1016/j.psychres.2014.03.015,Shane Latimer,"The purpose of this study was to investigate the application of item banking to questionnaire items intended to measure Deliberate Self-Harm (DSH) behaviours. The Rasch measurement model was used to evaluate behavioural items extracted from seven published DSH scales administered to 568 Australians aged 18-30 years (62% university students, 21% mental health patients, and 17% community members). Ninety four items were calibrated in the item bank (including 12 items with differential item functioning for gender and age). Tailored scale construction was demonstrated by extracting scales covering different combinations of DSH methods but with the same raw score for each person location on the latent DSH construct. A simulated computer adaptive test (starting with common self-harm methods to minimise presentation of extreme behaviours) demonstrated that 11 items (on average) were needed to achieve a standard error of measurement of 0.387 (corresponding to a Cronbach׳s Alpha of 0.85). This study lays the groundwork for advancing DSH measurement to an item bank approach with the flexibility to measure a specific definitional orientation (e.g., non-suicidal self-injury) or a broad continuum of self-harmful acts, as appropriate to a particular research/clinical purpose. ",pubmed,0.7062524002977607
4343,4769,Rasch analysis of the Center for Epidemiologic Studies Depression scale used for the assessment of community-residing patients with stroke.,2011-03-14 00:00:00,,Disability and rehabilitation,10.3109/09638288.2011.560333,Jung-Hee Kim,To use Rasch analysis to validate a Center for Epidemiologic Studies Depression scale (CES-D) for measuring the level of depression in community-residing patients with stroke.,pubmed,0.7028388603464968
482,535,"The international classification of functioning, disability and health-orientated Occupational Therapy Assessment: a Rasch analysis of its domains.",,,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,10.1097/MRR.0b013e3282f4523c,Markus A Wirtz,"The aim of the study was to evaluate and improve the psychometric properties of the Occupational Therapy Assessment (OTA) by means of Rasch analysis. The OTA is a tool developed to enhance diagnostics, documentation, therapy planning and evaluation of the individual client process in occupational therapy for adult clients. To assess the central aspects concerning patients' activities and the consequences of their impairments on these activities, therapists rated 50 items relating to the five domains 'activities for self-care', 'activities for independent living', 'consequences of sensory-motor functions in everyday life', 'consequences of neuropsychological functions in everyday life' and 'consequences of psychosocial functions in everyday life'. The study sample consisted of 785 patients consecutively admitted to 44 institutions. These patients participated in occupational therapy and suffered from functional, neurological, psychiatric or multiple impairments (geriatrics). For each OTA domain, unidimensional item groups could be identified. Psychometric properties were satisfactory in all medical fields except for psychiatric patients. Between different medical fields, for all domains, differential item functioning exists, indicating field-specific definitions of the latent dimensions. The OTA provides a psychometrically well developed and tested basis for diagnostic and evaluative purposes in occupational therapy settings.",pubmed,0.702394221769025
3591,3942,Rasch techniques for detecting bias in performance assessments: an example comparing the performance of native and non-native speakers on a test of academic English.,,,Journal of applied measurement,,Catherine Elder,"The use of common tasks and rating procedures when assessing the communicative skills of students from highly diverse linguistic and cultural backgrounds poses particular measurement challenges, which have thus far received little research attention. If assessment tasks or criteria are found to function differentially for particular subpopulations within a test candidature with the same or a similar level of criterion ability, then the test is open to charges of bias in favour of one or other group. While there have been numerous studies involving dichotomous language test items (see e.g. Chen and Henning, 1985 and more recently Elder, 1996) few studies have considered the issue of bias in relation to performance based tasks which are assessed subjectively, via analytic and holistic rating scales. The paper demonstrates how Rasch analytic procedures can be applied to the investigation of item bias or differential item functioning (DIF) in both dichotomous and scalar items on a test of English for academic purposes. The data were gathered from a pilot English language test administered to a representative sample of undergraduate students (N= 139) enrolled in their first year of study at an English-medium university. The sample included native speakers of English who had completed up to 12 years of secondary schooling in their first language (L1) and immigrant students, mainly from Asian language backgrounds, with varying degrees of prior English language instruction and exposure. The purpose of the test was to diagnose the academic English needs of incoming undergraduates so that additional support could be offered to those deemed at risk of failure in their university study. Some of the tasks included in the assessment procedure involved objectively-scored items (measuring vocabulary knowledge, text-editing skills and reading and listening comprehension) whereas others (i.e. a report and an argumentative writing task) were subjectively-scored. The study models a methodology for estimating bias with both dichotomous and scalar items using the programs Quest (Adams and Khoo, 1993) for the former and ConQuest (Wu, Adams and Wilson, 1998) for the latter. It also offers answers to the practical questions of whether a common set of assessment criteria can, in an academic context such as this one, be meaningfully applied to all subgroups within the candidature and whether analytic criteria are more susceptible to biased ratings than holistic ones. Implications for test fairness and test validity are discussed.",pubmed,0.6972756035178175
3566,3917,The functional and developmental organization of cognitive developmental sequences.,,,The British journal of educational psychology,,Andreas Demetriou,"This study examines the organization and development of 5 domains of reasoning (categorical, quantitative, spatial, causal, and propositional) and the construct validity of a test designed to measure development from early adolescence to early adulthood. The theory underlying the test is first summarized and the conceptual design of the test is then illustrated. Each domain was addressed by tasks tapping abilities known to be acquired in this age period. The test was administered to 629 adolescents ranging in age from 12 to 18 years. Confirmatory factor analysis validated the 5 domains of reasoning and revealed a common factor underlying all domains. The Rasch model was used to scale the items and specify the reliability of the test across the whole sample and within different groups of participants (female, male, students of gymnasium, and students of lyceum). This model showed that the test is highly reliable and invariant across groups. Cluster analysis and the saltus model were applied to uncover successive developmental stage-like levels of difficulty and showed the presence of five such levels. The procedural and representational characteristics of these levels were also specified and their implications for developmental and cognitive theory were discussed.",pubmed,0.6972499303385189
552,606,A categorical approach to depression by a three-dimensional system.,,,Psychopathology,,P Bech,"Depressed moods do not arrive already hallmarked 'endogenous'. Depressions do, however, arrive as perceivable phenomena and the domain of clinically important and conceptually connected items includes about 20 items. This domain can be subdivided into items relevant for the severity of the depression and items relevant for the diagnosis of depression. It has been argued that Rasch models rather than multivariate analysis are the adequate models when studying the internal consistency of rating scales. Applying the Rasch models, it was found that 10 items have an additive relationship for the severity of depression and that 5 items were additively related for endogenous depression, whereas five other items were additively related for reactive depression. Moreover, it was found that the dimension of severity should be transformed to three categories: no depression, minor depression and major depression. The two dimensions: endogenous and reactive depression, respectively, should be transformed to the categories: definite endogenous depression, combined endogenous and reactive depression, definite reactive depression, probable endogenous depression and probable reactive depression. These categories for severity and for the diagnosis of depression have a high internal consistency. However, we still need studies to verify the external validity of these concepts.",pubmed,0.6955544741695533
90,103,Analysis of the school anxiety inventory in Brazil using the Rasch rating scale model.,2014-07-29 00:00:00,,Psychological reports,10.2466/08.03.10.PR0.115c15z3,Sandra M Da S S Oliveira,"This study assessed the quality of the items of the School Anxiety Inventory using the Rating-Scale Rasch model. The Inventory was administered to 253 grade school pupils, ranging in age from 9 to 12 yr. (M = 10.2 yr., SD = 0.98); most were girls (52.8%). The results showed that the items and participants adequately fit the Rasch model. The average anxiety of these children was 0.32 logits (SD = 1.60). The inventory items revealed good reliability (Item Reliability Index = 0.98; Cronbach's α = .74), and the fit indicators for the response categories were adequate for 50% of the items, while the other items revealed dichotomous responses. No item functioned differentially for boys and girls. The psychometric properties of the inventory were good enough to encourage plans for further development.",pubmed,0.6924879478545717
4670,5128,Rasch analysis of Minimum Data Set mandated in skilled nursing facilities.,,,Journal of rehabilitation research and development,,Ying-Chih Wang,"This study examined the construct validity of the physical functioning and cognition scales of the federally mandated Minimum Data Set (MDS) via Rasch analysis. We performed a secondary analysis of retrospective MDS data collected by the Department of Veteran Affairs Austin Automation Center. Items demonstrated unidimensionality and represented two separate constructs: physical functioning and cognition. The physical functioning items showed good psychometric properties and covered a wide range of residents' physical functioning, with the spread of items efficiently discriminating residents' performance into different physical functioning strata. In contrast, the psychometric properties of the cognition items were less sound, had severe ceiling effects, and did not efficiently discriminate residents' performance into different cognition strata. The constructed validity of the physical functioning and cognition scales of the MDS, in general, was supported. Future investigations into the function of the rating scale and the necessity of adding challenging items are recommended.",pubmed,0.6907959923432885
3772,4143,Improving the accuracy and precision of cognitive testing in mild dementia.,2011-12-30 00:00:00,,Journal of the International Neuropsychological Society : JINS,10.1017/S1355617711001755,Hans Wouters,"The CAMCOG, ADAS-cog, and MMSE, designed to grade global cognitive ability in dementia have inadequate precision and accuracy in distinguishing mild dementia from normal ageing. Adding neuropsychological tests to their scale might improve precision and accuracy in mild dementia. We, therefore, pooled neuropsychological test-batteries from two memory clinics (ns = 135 and 186) with CAMCOG data from a population study and 2 memory clinics (n = 829) and ADAS-cog data from 3 randomized controlled trials (n = 713) to estimate a common dimension of global cognitive ability using Rasch analysis. Item difficulties and individuals' global cognitive ability levels were estimated. Difficulties of 57 items (of 64) could be validly estimated. Neuropsychological tests were more difficult than the CAMCOG, ADAS-cog, and MMSE items. Most neuropsychological tests had difficulties in the ability range of normal ageing to mild dementia. Higher than average ability levels were more precisely measured when neuropsychological tests were added to the MMSE than when these were measured with the MMSE alone. Diagnostic accuracy in mild dementia was consistently better after adding neuropsychological tests to the MMSE. We conclude that extending dementia specific instruments with neuropsychological tests improves measurement precision and accuracy of cognitive impairment in mild dementia.",pubmed,0.6904968237227982
2086,2292,Validating the language domain subtest in a developmental assessment scale for preschool children.,2012-05-09 00:00:00,,Research in developmental disabilities,10.1016/j.ridd.2012.03.002,Anita M-Y Wong,"This study reports on the validation of the language domain subtest of a developmental assessment scale for Cantonese Chinese preschool children. Three hundred and seventy eight multi-stage randomly selected children between 3;4 and 6;3 years of age were tested on the 104-item subtest. Fifty-four of these children, spreading across three age groups, demonstrated developmental problems. Results from the Rasch analyses suggested that the original and the shortened 66-item version demonstrated adequate measurement properties, including targeting and uni-dimensionality. Statistical analyses of the shortened version suggested that the subtest demonstrated strong test-retest reliability, and adequate convergent and criterion validity. This study contributes to good practice in the development of standardized normative tests, particularly those for investigations of language problems in Chinese children given that reports on existing tests' psychometric properties were often incomplete.",pubmed,0.6901383636769808
4549,4994,Development and psychometric properties of the instrumental activities of daily living: compensation scale.,2014-10-25 00:00:00,,Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,10.1093/arclin/acu053,Maureen Schmitter-Edgecombe,"The Instrumental Activities of Daily Living - Compensation (IADL-C) scale was developed to capture early functional difficulties and to quantify compensatory strategy use that may mitigate functional decline in the aging population. The IADL-C was validated in a sample of cognitively healthy older adults (N=184) and individuals with mild cognitive impairment (MCI; N=92) and dementia (N=24). Factor analysis and Rasch item analysis led to the 27-item IADL-C informant questionnaire with four functional domain subscales (money and self-management, home daily living, travel and event memory, and social skills). The subscales demonstrated good internal consistency (Rasch reliability 0.80 to 0.93) and test-retest reliability (Spearman coefficients 0.70 to 0.91). The IADL-C total score and subscales showed convergent validity with other IADL measures, discriminant validity with psychosocial measures, and the ability to discriminate between diagnostic groups. The money and self management subscale showed notable difficulties for individuals with MCI, whereas difficulties with home daily living became more prominent for dementia participants. Compensatory strategy use increased in the MCI group and decreased in the dementia group.",pubmed,0.6898208620816674
3541,3888,Variability in depression prevalence in early rheumatoid arthritis: a comparison of the CES-D and HAD-D Scales.,2009-02-07 00:00:00,,BMC musculoskeletal disorders,10.1186/1471-2474-10-18,Tanya Covic,"Depression is common in rheumatoid arthritis (RA), however reported prevalence varies considerably. Two frequently used instruments to identify depression are the Center for Epidemiological Studies Depression (CES-D) scale, and the Hospital Anxiety and Depression Scale (HADS). The objectives of this study were to test if the CES-D and HADS-D (a) satisfy current modern psychometric standards for unidimensional measurement in an early RA sample; (b) measure the same construct (i.e. depression); and (c) identify similar levels of depression.",pubmed,0.684532525409893
1678,1840,Detecting mental health problems after paediatric acquired brain injury: A pilot Rasch analysis of the strengths and difficulties questionnaire.,2020-05-13 00:00:00,,Neuropsychological rehabilitation,10.1080/09602011.2020.1760111,Robyn Henrietta McCarron,"The parent-reported Strengths and Difficulties Questionnaire (SDQ-P) is commonly used to assess for mental health problems, but its psychometric properties have not been studied in the paediatric Acquired Brain Injury (ABI) population. This study investigated the properties of the SDQ-P and its subscales in this population using Rasch analysis. One hundred and forty-three SDQ-Ps and 123 Impact Supplements were analyzed. Sixty-nine percent of SDQ-Ps were completed by female carers, 59% of young people were male, and 58% had Traumatic Brain Injury (TBI). In this population the SDQ-P Total Difficulties Scale and the Conduct Problems subscale showed questionable construct validity. The individual subscales and Impact Supplement did not meet the criteria for reliability. Two items had disordered thresholds. The individual subscales showed mistargeting and 13-24% person misfit. Two items were significantly underdiscriminating. There was differential item functioning with age and time post-injury, and local dependence between subscale items. The Total Difficulties scale was multidimensional. The most easily endorsed items were in keeping with common symptoms of brain injury. These findings suggest the SDQ-P in its current form may not be a reliable and valid assessment measure for mental health difficulties in the paediatric ABI population and requires further investigation.",pubmed,0.6839413136118433
1653,1815,"Scalability, reliability, and validity of the benzodiazepine dependence self-report questionnaire in outpatient benzodiazepine users.",,,Comprehensive psychiatry,,C C Kan,"As there is no multidimensional instrument available that reflects the severity of benzodiazepine (BZD) dependence comprehensively, the Benzodiazepine Dependence Self-Report Questionnaire (Bendep-SRQ) was developed and investigated. The Bendep-SRQ, Symptom Checklist-90 (SCL-90), Schedules for Clinical Assessments in Neuropsychiatry (SCAN), and Addiction Severity Index-Revised (ASI-R) were administered to 115 general practice (GP) patients, 124 psychiatric outpatients, and 33 self-help patients who were using BZDs. Factor and Rasch analyses were applied to construct scales. Reliability assessments were made in terms of subject discriminability, item discriminability, and test-retest stability. To support the construct validity of the scales, theoretical rationales were required to explain the specific item order provided by the Rasch scale values. To assess the concurrent and discriminant validity, a matrix consisting of the above-mentioned measures was factor-analyzed. Four Rasch-homogeneous scales were delineated: problematic use, preoccupation, lack of compliance, and withdrawal. Nearly all subject discriminability, item discriminability, and test-retest results indicated good reliability. A BZD dependence factor was extracted with high loadings for the Bendep-SRQ scales and the concurrent measures. The discriminant measures had high loadings on other factors. The scalability, reliability, and validity of the Bendep-SRQ scales appeared to be good. The Bendep-SRQ shows great promise as a useful and easily manageable instrument for assessment of the severity of BZD dependence in clinical practice and scientific research.",pubmed,0.6806861241558041
3226,3544,Differential functioning of mini-mental test items according to disease.,2011-03-16 00:00:00,,"Neurologia (Barcelona, Spain)",10.1016/j.nrl.2011.01.013,G Prieto,"Comparing the height of males and females would be impossible if the measuring device did not have the same properties for both populations. In a similar way, the cognitive level of diverse groups of patients should not be compared if the test has different measurement properties for these groups. Lack of Differential Item Functioning (DIF) is a condition for measurement invariance between populations.",pubmed,0.6764137724422976
1662,1824,Latent trait modelling of symptoms of schizophrenia.,,,Psychological medicine,,R C Bell,"Latent trait models were fitted to data for 149 schizophrenic or schizophreniform inpatients rated on the Scale for the Assessment of Positive Symptoms (SAPS) and the Scale for the Assessment of Negative Symptoms (SANS) using the Rasch Extended Logistic Model. It was found that a reduction in the numbers of rating categories, from six to three or four led to consistencies in response while deletion of several items led to consistent scales of symptoms that accorded with an item response characterization. Behaviours included in the final scales varied in the numbers of categories, and in the range of symptom level covered by a category. Relationships between scores representing symptoms were found to be modelled better by a factor structure that included a third overlapping 'cognitive' factor in addition to the now traditional positive and negative factors, than by the original positive and negative factors alone.",pubmed,0.6763068757265933
3361,3686,A short screening tool for borderline personality disorder (Short-Bord): Validated by Rasch analysis.,2019-08-05 00:00:00,,Asian journal of psychiatry,S1876-2018(19)30644-6,Nahathai Wongpakaran,"The study aimed to development a short screening scale for borderline personality disorder (Short-Bord), and to validate its psychometric properties using Rasch analysis. Ninety-eight outpatients undergoing psychotherapy were evaluated using a semistructured diagnostic interview for DSM-IV Personality disorders. Correlational analysis and Rasch analysis were used to identify the best-fitted items for the shorter scale. Rasch analysis identified three underfitted items. The best five items were selected for the Short-Bord using two analyses, resulting in two sets of Short-Bord which included item 1 (becoming frantic when someone left), item 2 (up- and- down relationships), item 3 (sudden change of sense of self), item 8 (self-harm or suicide), item 9 (self-mutilation), item 10 (sudden mood change) and item 11 (feeling empty inside). Each set of the five-item Short-Bord were tested against the original 15-item BPD scale. Results showed that both sets of the Short-Bord yielded minimally lower in area under curve (AUC = 0.95 and 0.96, respectively) compared with the total score of 15 items (AUC = 0.97), but none significantly differed (chi-square = 0.89-2.87, df 1, p >.05). Internal consistency for the set from Rasch analysis was slightly higher than correlation methods (Cronbach's alpha = 0.80, and 0.78, respectively). The Short-Bord presents promising tool to screen for borderline personality disorder. Its diagnostic validity was comparable to the total 15 items despite completing in a shorter time. The Short-Bord derived from Rasch analysis was, however, preferable as all items were shown to have unidimensional construct with good fit statistics and good internal consistency.",pubmed,0.6739121889822929
2960,3251,A Rasch-based validation of the Hooper Visual Organization Test in Chinese-speaking children.,2010-08-21 00:00:00,,Research in developmental disabilities,10.1016/j.ridd.2010.07.016,Yee-Pay Wuang,"The aim of this study was to examine the validation of the Hooper Visual Organization Test (HVOT) for use in children by testing for item fit, unidimensionality, item hierarchy, reliability, and screening capacity. A modified scoring system was devised for the HVOT so that children received some credit for being able to describe the function of objects. The HVOT was administered to 630 typically developing school-aged children and 210 children with Down syndrome matched for age and education. Rasch analysis and receiver operating characteristic curve were applied. Rasch analysis of data from typically developing children showed that twelve items were candidates for deletion due to poor fit to the Rasch model, violation of normality and age-related item bias. Removing these items resulted in a shortened version with 18 items that forms a reliable and strong unidimensional, hierarchical scale. The items were well targeted to the ability level of the children tested. Area under the curve for HVOT-18 was 0.84, indicating very good ability to identify visual integration deficit in children with Down syndrome. The 18-item HVOT can be summed to produce an overall index of visual synthetic ability. Subsequent work is needed to validate its use in other childhood disabilities.",pubmed,0.670316477218675
2876,3159,Measuring health-related problem solving among African Americans with multiple chronic conditions: application of Rasch analysis.,2014-10-16 00:00:00,,Journal of behavioral medicine,10.1007/s10865-014-9603-4,Stephanie L Fitzpatrick,"Identification of patients with poor chronic disease self-management skills can facilitate treatment planning, determine effectiveness of interventions, and reduce disease complications. This paper describes the use of a Rasch model, the Rating Scale Model, to examine psychometric properties of the 50-item Health Problem-Solving Scale (HPSS) among 320 African American patients with high risk for cardiovascular disease. Items on the positive/effective HPSS subscales targeted patients at low, moderate, and high levels of positive/effective problem solving, whereas items on the negative/ineffective problem solving subscales mostly targeted those at moderate or high levels of ineffective problem solving. Validity was examined by correlating factor scores on the measure with clinical and behavioral measures. Items on the HPSS show promise in the ability to assess health-related problem solving among high risk patients. However, further revisions of the scale are needed to increase its usability and validity with large, diverse patient populations in the future. ",pubmed,0.6697777957874137
1645,1807,Partial credit model and pivot anchoring.,,,Journal of applied measurement,,R K Bode,"This article contains information on the Rasch measurement partial credit model: what it is, how it differs from other Rasch models, when to use it, and how to use it. The calibration of instruments with increasingly complex items is described, starting with dichotomous items and moving on to polychotomous items using a single rating scale, and mixed polychotomous items using multiple rating scales, and instruments in which each item has its own rating scale. It also introduces a procedure for aligning rating scale categories to be used when more than one rating scale is used in a single instrument. Pivot anchoring is defined and an illustration of its use with the mental health scale of the SF-36 that contains positive and negative worded items is provided. It finally describes the effect of pivot anchoring on step calibrations, the item hierarchy, and person measures.",pubmed,0.6692248769538214
695,768,"Screening for adolescents' internalizing symptoms in primary care:  item response theory analysis of the behavior health screen depression, anxiety, and suicidal risk scales.",,,Journal of developmental and behavioral pediatrics : JDBP,10.1097/DBP.0b013e31824eaa9a,Katherine B Bevans,"To apply a modern psychometric approach to validate the Behavioral Health Screen (BHS) Depression, Anxiety, and Suicidal Risk Scales among adolescents in primary care.",pubmed,0.6679960592972988
3865,4243,Comparing traditional and Rasch analyses of the Mississippi PTSD Scale: revealing limitations of reverse-scored items.,,,Journal of applied measurement,,Kendon J Conrad,"This study examined whether Rasch analysis could provide more information than true score theory (TST) in determining the usefulness of reverse-scored items in the Mississippi Scale for Posttraumatic Stress Disorder (M-PTSD). Subjects were 803 individuals in inpatient PTSD units at 10 VA sites. TST indicated that the M-PTSD performed well and could be improved slightly by deleting one item. Factor analysis using raw scores indicated that the reverse-scored items formed the second factor and had poor relationships with normally scored items. However, since item-total correlations supported their usefulness, they were kept. The subsequent Rasch analysis indicated that five of the seven worst fitting items were reverse-scored items. We concluded that using reversed items with disturbed patients can cause confusion that reduces reliability. Deleting them improved validity without loss of reliability. The study supports the use of Rasch analysis over TST in health research since it indicated ways to reduce respondent burden while maintaining reliability and improving validity.",pubmed,0.6676347171863413
979,1080,Is the concept of quality of life relevant for multiple sclerosis patients with cognitive impairment? Preliminary results of a cross-sectional study.,2012-01-23 00:00:00,,PloS one,10.1371/journal.pone.0030627,Karine Baumstarck,"Cognitive impairment occurs in about 50% of multiple sclerosis (MS) patients, and the use of self-reported outcomes for evaluating treatment and managing care among subjects with cognitive dysfunction has been questioned. The aim of this study was to provide new evidence about the suitability of self-reported outcomes for use in this specific population by exploring the internal structure, reliability and external validity of a specific quality of life (QoL) instrument, the Multiple Sclerosis International Quality of Life questionnaire (MusiQoL).",pubmed,0.6657276532447789
2785,3055,Assessment of symptom change from improvement curves on the Hamilton depression scale in trials with antidepressants.,,,Psychopharmacology,,P Bech,"A total of 97 patients, who participated in two studies on the relationship between the clinical effect and plasma levels of imipramine and clomipramine, were examined for improvement curves by use of weekly ratings on the Hamilton Depression Scale (HDS). Although we confirmed that our six-item HDS subscale, in contrast to the total 17-item HDS, was a one-dimensional measure of depression, the Rasch analysis showed that the weekly improvement in subscale scores only applied to the individual patient, i.e. an average improvement curve for a group of depressed patients is an abstraction to which the individual curves cannot be transferred. Our results indicate, however, that when the subscale scores are transformed into three clinical categories of depression: no, mild (minor), moderate/-severe (major) they could be described by a common improvement curve for all patients. This is illustrated by the percentage of patients who, week to week, changed from major to minor or no depression, or from minor to no depression. We found no specific improvement pattern for imipramine or clomipramine which could be used diagnostically. There is reason to assume that patients completing a controlled trial necessarily will follow a monotonic improvement curve, and the improvement pattern of all patients fulfilling the entry criteria should, therefore, always be reported. The present study thus indicates that calculation of average improvement curves is neither clinically nor statistically meaningful, and should be replaced by measures of changes in number of patients in different main severity categories, or by the final rating score. No difference in outcome between imipramine and clomipramine was shown neither on the subscale nor on the 17-item HDS.",pubmed,0.6640481706889418
3429,3765,Exploring the measurement properties of the Montreal Cognitive Assessment in a population of people with cancer.,2015-02-14 00:00:00,,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,10.1007/s00520-015-2643-7,Giovanni G Arcuri,"Cancer and cancer-related treatments are associated with a constellation of physical and psychological changes. Treatments associated with noncentral nervous system neoplasms can have short- and long-term effects on cognition, affecting quality of life in people with cancer. Clinical measurement tools specific to cancer-related mild cognitive impairment (MCI) are lacking. The Montreal Cognitive Assessment (MoCA) has been validated in a geriatric population and used in studies assessing MCI in persons with cancer, but no studies have yet shown its psychometric properties when used with this population.",pubmed,0.6635758167449719
