,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
1347,Acute exacerbation of OCD symptoms precipitated by media reports of COVID-19,2020-12-01,,Irish Journal of Psychological Medicine,10.1017/ipm.2020.61,,,scopus,
1348,Robust Motion Planning in Dynamic Environments Based on Sampled-Data Hamilton-Jacobi Reachability,2020-12-01,,Robotica,10.1017/S0263574719001905,,,scopus,
1349,User-Robot Interaction for Safe Navigation of a Quadrotor,2020-12-01,,Robotica,10.1017/S026357472000003X,,,scopus,
1350,"Fuglede–Putnam theorem for (α, β) -normal operators",2020-12-01,,Rendiconti del Circolo Matematico di Palermo,10.1007/s12215-019-00454-9,,,scopus,
1351,Holding agencies accountable: Exploring the effect of oversight on citizens' approval of members of Congress,2020-12-01,,Journal of Public Policy,10.1017/S0143814X19000151,,,scopus,
1352,Making energy personal: Policy coordination challenges in UK smart meter implementation,2020-12-01,,Journal of Public Policy,10.1017/S0143814X19000163,,,scopus,
1353,Who feeds information to regulators? Stakeholder diversity in European Union regulatory agency consultations,2020-12-01,,Journal of Public Policy,10.1017/S0143814X19000126,,,scopus,
1354,Regulatory policy entrepreneurship and reforms: A comparison of competition and financial regulation,2020-12-01,,Journal of Public Policy,10.1017/S0143814X19000114,,,scopus,
1355,A four-feature keyword extraction algorithm based on word length priority ratio,2020-12-01,,"Proceedings - 2020 IEEE 19th International Conference on Trust, Security and Privacy in Computing and Communications, TrustCom 2020",10.1109/TrustCom50675.2020.00203,,,scopus,
1356,A Data Indexing Technique to Improve the Search Latency of and Queries for Large Scale Textual Documents,2020-12-01,,"Proceedings - 2020 IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2020",10.1109/BDCAT50828.2020.00019,,,scopus,
1357,Predicting emerging trends of keywords based on graph neural network,2020-12-01,,International Journal of Performability Engineering,10.23940/ijpe.20.12.p12.19571964,,,scopus,
1358,"A 22nm, 10.8 μ W/15.1 μ W Dual Computing Modes High Power-Performance-Area Efficiency Domained Background Noise Aware Keyword- Spotting Processor",2020-12-01,,IEEE Transactions on Circuits and Systems I: Regular Papers,10.1109/TCSI.2020.2997913,,,scopus,
1359,The emerging COVID-19 research: dynamic and regularly updated science maps and analyses,2020-12-01,,BMC Medical Informatics and Decision Making,10.1186/s12911-020-01321-9,,,scopus,
1360,Quantifying simultaneous innovations in evolutionary medicine,2020-12-01,,Theory in Biosciences,10.1007/s12064-020-00333-3,,,scopus,
1361,Skia: Scalable and Efficient In-Memory Analytics for Big Spatial-Textual Data,2020-12-01,,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2019.2915828,,,scopus,
1362,Enhancing data quality in real-time threat intelligence systems using machine learning,2020-12-01,,Social Network Analysis and Mining,10.1007/s13278-020-00707-x,,,scopus,
1363,Bibliometric analysis of the evolution of biochar research trends and scientific production,2020-12-01,,Clean Technologies and Environmental Policy,10.1007/s10098-020-01969-x,,,scopus,
1364,Secure keyword search using dual encryption in cloud computing,2020-12-01,,International Journal of Information Technology (Singapore),10.1007/s41870-018-0091-6,,,scopus,
1365,Multi-user certificateless public key encryption with conjunctive keyword search for cloud-based telemedicine,2020-12-01,,Journal of Information Security and Applications,10.1016/j.jisa.2020.102652,,,scopus,
1366,Privacy-preserving searchable encryption in the intelligent edge computing,2020-12-01,,Computer Communications,10.1016/j.comcom.2020.09.012,,,scopus,
1367,Unsteady magneto-hydrodynamic transport of rotating Maxwell nanofluid flow on a stretching sheet with Cattaneo–Christov double diffusion and activation energy,2020-12-01,,Thermal Science and Engineering Progress,10.1016/j.tsep.2020.100720,,,scopus,
1368,Server-aided searchable encryption in multi-user setting,2020-12-01,,Computer Communications,10.1016/j.comcom.2020.09.018,,,scopus,
1369,Multi-writer Multi-reader Boolean Keyword Searchable Encryption,2020-12-01,,Arabian Journal for Science and Engineering,10.1007/s13369-020-04829-4,,,scopus,
1370,Improving keyword extraction in multilingual texts,2020-12-01,,International Journal of Electrical and Computer Engineering,10.11591/ijece.v10i6.pp5909-5916,,,scopus,
1371,R-OO-KASE: Revocable Online/Offline Key Aggregate Searchable Encryption,2020-12-01,,Data Science and Engineering,10.1007/s41019-020-00136-y,,,scopus,
1372,Graph based sentiment analysis using keyword rank based polarity assignment,2020-12-01,,Multimedia Tools and Applications,10.1007/s11042-020-09289-4,,,scopus,
1373,Improving approximate neural networks for perception tasks through specialized optimization,2020-12-01,,Future Generation Computer Systems,10.1016/j.future.2020.07.031,,,scopus,
1374,"Secure-channel free searchable encryption with multiple keywords: A generic construction, an instantiation, and its implementation",2020-12-01,,Journal of Computer and System Sciences,10.1016/j.jcss.2020.06.003,,,scopus,
1375,A depthwise separable convolutional neural network for keyword spotting on an embedded system,2020-12-01,,"Eurasip Journal on Audio, Speech, and Music Processing",10.1186/s13636-020-00176-2,,,scopus,
1376,A multilabel classification approach to identify hurricane-induced infrastructure disruptions using social media data,2020-12-01,,Computer-Aided Civil and Infrastructure Engineering,10.1111/mice.12573,,,scopus,
1377,Semantically-enhanced information retrieval using multiple knowledge sources,2020-12-01,,Cluster Computing,10.1007/s10586-020-03057-7,,,scopus,
1378,"Properties in Reactive Structure Materials: ZrW<inf>2</inf> and HfW<inf>2</inf> – High Melting Temperatures, Densities, Hardness, and Exothermic Ignition Energies",2020-11-30,,Zeitschrift fur Anorganische und Allgemeine Chemie,10.1002/zaac.202000237,,,scopus,
1379,Relation-oriented faceted search method for knowledge bases,2020-11-30,,ACM International Conference Proceeding Series,10.1145/3428757.3429254,,,scopus,
1380,Transfer Learning in Classifying Prescriptions and Keyword-based Medical Notes,2020-11-30,,ACM International Conference Proceeding Series,10.1145/3428757.3429139,,,scopus,
1381,A Novel End-to-End Image Caption Based on Multimodal Attention,2020-11-30,,Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China,10.12178/1001-0548.2019228,,,scopus,
1382,NFT-I technique using IoT to improve hydroponic cultivation of lettuce,2020-11-16,,"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",10.1109/SCCC51225.2020.9281277,,,scopus,
1383,Toward Dynamically Adapting Wireless Intra-Chip Channels to Traffic Needs with a Programmable Metasurface,2020-11-16,,"NanoCoCoA 2020 - Proceedings of the 1st ACM International Workshop on Nanoscale Computing, Communication, and Applications, Part of the 18th ACM Conference on Embedded Networked Sensor Systems, SenSys 2020",10.1145/3416006.3431274,,,scopus,
1384,Bibliometric-based analysis of researches on soil microbes at home and abroad in the past 30 years,2020-11-11,,Acta Pedologica Sinica,10.11766/trxb201907270247,,,scopus,
1385,PID Controller Simulator Design for Polynomials Transfer Function,2020-11-10,,E3S Web of Conferences,10.1051/e3sconf/202020215006,,,scopus,
1386,Voice Activity Detection with &gt;83% Accuracy under SNR down to -3dB at 1.19μW and 0.07mm<sup>2</sup>in 40nm,2020-11-09,,"2020 IEEE Asian Solid-State Circuits Conference, A-SSCC 2020",10.1109/A-SSCC48613.2020.9336132,,,scopus,
1387,"Always-On, Sub-300-nW, Event-Driven Spiking Neural Network based on Spike-Driven Clock-Generation and Clock- And Power-Gating for an Ultra-Low-Power Intelligent Device",2020-11-09,,"2020 IEEE Asian Solid-State Circuits Conference, A-SSCC 2020",10.1109/A-SSCC48613.2020.9336139,,,scopus,
1388,TextGCN based on data enhancement,2020-11-06,,ACM International Conference Proceeding Series,10.1145/3443467.3443845,,,scopus,
1389,Keywords Extraction in Vertical Domain Based on Global Knowledge and Local Semantic Relations,2020-11-06,,ACM International Conference Proceeding Series,10.1145/3443467.3443838,,,scopus,
1390,Adaptive Evolution Mechanism of Blockchain Community Based on Token-based Halving Event,2020-11-06,,"Proceedings - 2020 Chinese Automation Congress, CAC 2020",10.1109/CAC51589.2020.9326532,,,scopus,
1391,Fire alert system application based on internet of things for STEM education,2020-11-04,,"2020 5th International STEM Education Conference, iSTEM-Ed 2020",10.1109/iSTEM-Ed50324.2020.9332736,,,scopus,
1392,Low Power Keyword Recognition Accelerator based on Approximate Calculation of Deep-Shift Neural Network,2020-11-03,,"2020 IEEE 15th International Conference on Solid-State and Integrated Circuit Technology, ICSICT 2020 - Proceedings",10.1109/ICSICT49897.2020.9278185,,,scopus,
1393,A Proposal of Latent Interest Analysis by Geo-tagged SNS for Advertisement Recommendation,2020-11-03,,GIS: Proceedings of the ACM International Symposium on Advances in Geographic Information Systems,10.1145/3397536.3428351,,,scopus,
1394,How do authors select keywords? A preliminary study of author keyword selection behavior,2020-11-01,,Journal of Informetrics,10.1016/j.joi.2020.101066,,,scopus,
1395,Genetic Diversity and Population Structure Analysis of Landrace and Wild Relatives of Lentil Germplasm Using CBDP Marker,2020-11-01,,Cytology and Genetics,10.3103/S0095452720060092,,,scopus,
1396,"Association of MYNN, TERT and TERC Gene Polymorphisms with Prostate Cancer in Turkish Population",2020-11-01,,Cytology and Genetics,10.3103/S0095452720060080,,,scopus,
1397,Extracting Keywords on SNS by Successive KeyGraph,2020-11-01,,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",10.1109/ICTAI50040.2020.00155,,,scopus,
1398,Powder Titanium Nickelide: Technology and Properties,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110087,,,scopus,
1399,Quality and Mechanical Properties of Austenitic Steel Samples Fabricated by an Additive Technology,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110063,,,scopus,
1400,Thermodynamic Estimation of the Solidification of Borides and Carbides from Boron-Containing Iron–Carbon Melts,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110117,,,scopus,
1401,"Effect of the Time–Temperature Parameters of Step Aging on the Structure, Phase Composition, and Mechanical and Corrosion Properties of Grade 1441 Alloy Sheets",2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110038,,,scopus,
1402,Effect of Heat Treatment on the Magnetic Hysteretic Properties of an Anisotropic Hard Magnetic Fe–28Cr–10Co–0.5W Powder Alloy,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110105,,,scopus,
1403,Leaching of Rapidly Cooled Copper–Nickel Converter Mattes,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110051,,,scopus,
1404,Segregation of Refractory Metals at Grain Boundaries in High-Temperature Alloys,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110129,,,scopus,
1405,Effect of Cold Isostatic Pressing on the Pore Size and Distribution in the High-Chromium High-Temperature Alloys Fabricated by Selective Laser Melting of Metallic Powders,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110130,,,scopus,
1406,Characterization of the Hydrogen Migration in a VT1-0 Titanium Alloy by Thermo-EMF and Eddy Current Nondestructive Control Methods,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110142,,,scopus,
1407,Electrical Conductivity of Tungsten-Containing Ammonia Solutions and Calculation of Its Activation Energy,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110099,,,scopus,
1408,"Low-Temperature Decomposition of the (Nb,W)C Carbide Solid Solutions in NbC–WC–Cu Composite Alloys",2020-11-01,,Russian Metallurgy (Metally),10.1134/S003602952011004X,,,scopus,
1409,Effect of the Gas Extrusion Conditions on the Structure and Mechanical Properties of an Aluminum Alloy Reinforced by Nanocrystalline Graphite,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110026,,,scopus,
1410,"Effect of Zirconium on the Formation of the Structure, Phase Composition, and Properties of Mg–Zn–Zr–REM Alloys",2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110166,,,scopus,
1411,On the Assumed Mechanism of the Pressure Oxidation of Pyrrhotine during the Pressure Oxidation Leaching of a Low-Nickel Pyrrhotine Product Using Iron(III) Ions as an Oxidant,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110154,,,scopus,
1412,Effect of Nitrogen on the Plasma Decarburization of Chromium-Containing Steel,2020-11-01,,Russian Metallurgy (Metally),10.1134/S0036029520110075,,,scopus,
1413,Synthesis of Inorganic Cobalt-Containing Spinel-Type Pigments by Self-Propagating Synthesis,2020-11-01,,Russian Journal of Non-Ferrous Metals,10.3103/S1067821220060188,,,scopus,
1414,Effect of Rolling Process on Microstructures and Mechanical Properties of High Strain-Rate Rolled ZK60 Magnesium Alloy,2020-11-01,,Russian Journal of Non-Ferrous Metals,10.3103/S1067821220060073,,,scopus,
1415,Synthesis of New Furanone Derivatives with Potent Anticancer Activity,2020-11-01,,Russian Journal of Bioorganic Chemistry,10.1134/S1068162020060163,,,scopus,
1416,Chemical Composition and Structure of Interfacial Boundaries in Cr<inf>3</inf>C<inf>2</inf>–Ti Powder Hard Alloys after Explosive Compaction and Subsequent Heating,2020-11-01,,Russian Journal of Non-Ferrous Metals,10.3103/S1067821220060139,,,scopus,
1417,"The Geochemistry of the Mineral Waters and Hydrogenic Sediments of the Antonovsky Hydrosulfuric Mineral Spring, Sakhalin Island",2020-11-01,,Russian Journal of Pacific Geology,10.1134/S1819714020060020,,,scopus,
1418,Protocol format extraction based on an improved CFSM algorithm,2020-11-01,,China Communications,10.23919/JCC.2020.11.014,,,scopus,
1419,Rheonomic Systems with Nonlinear Nonholonomic Constraints: The Voronec Equations,2020-11-01,,Regular and Chaotic Dynamics,10.1134/S1560354720060106,,,scopus,
1420,Efficacy of Oral Vitamin A in Reducing β-hCG Levels in Low-Risk Gestational Trophoblastic Neoplasia Patients,2020-11-01,,Asian Pacific journal of cancer prevention : APJCP,10.31557/APJCP.2020.21.11.3325,,,scopus,
1421,Tissue Expression Of LPHN3 in Breast Cancer: An Immunohistochemistry Method,2020-11-01,,Asian Pacific journal of cancer prevention : APJCP,10.31557/APJCP.2020.21.11.3339,,,scopus,
1422,On the Nature of the Near-Edge Radiation of ZnO at Room Temperature,2020-11-01,,Physics of the Solid State,10.1134/S1063783420110025,,,scopus,
1423,Using Deep Learning to Extrapolate Protein Expression Measurements,2020-11-01,,Proteomics,10.1002/pmic.202000009,,,scopus,
1424,On Nearby-Fit Spatial Keyword Queries,2020-11-01,,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2019.2915295,,,scopus,
1425,An FPT algorithm for orthogonal buttons and scissors,2020-11-01,,Information Processing Letters,10.1016/j.ipl.2020.105997,,,scopus,
1426,A dynamic and verifiable multi-keyword ranked search scheme in the P2P networking environment,2020-11-01,,Peer-to-Peer Networking and Applications,10.1007/s12083-020-00912-7,,,scopus,
1427,Health literacy as a predictor of emergency department visits and self-rated health among Chinese immigrants: findings from an Australian survey,2020-11-01,,Patient Education and Counseling,10.1016/j.pec.2020.04.017,,,scopus,
1428,Classification of regional and genre varieties of Chinese: A correspondence analysis approach based on comparable balanced corpora,2020-11-01,,Natural Language Engineering,10.1017/S1351324920000121,,,scopus,
1429,Navigation of Semi-autonomous Service Robots Using Local Information and Anytime Motion Planners,2020-11-01,,Robotica,10.1017/S0263574719001838,,,scopus,
1430,"Design, Modeling, and Control of a New Manipulating Climbing Robot through Infrastructures Using Adaptive Force Control Method",2020-11-01,,Robotica,10.1017/S0263574719001814,,,scopus,
1431,Multi-Value-Independent Ciphertext-Policy Attribute Based Encryption with Fast Keyword Search,2020-11-01,,IEEE Transactions on Services Computing,10.1109/TSC.2017.2753231,,,scopus,
1432,Building knowledge graphs of homicide investigation chronologies,2020-11-01,,"IEEE International Conference on Data Mining Workshops, ICDMW",10.1109/ICDMW51313.2020.00115,,,scopus,
1433,Deep Features Representation of Word Image for Keyword Spotting in Historical Mongolian Document Images,2020-11-01,,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",10.1109/ICTAI50040.2020.00071,,,scopus,
1434,Microbial changes and quality properties of commercial cold brew coffee by cold drip method during storage period,2020-11-01,,Food Engineering Progress,10.13050/FOODENGPROG.2020.24.4.269,,,scopus,
1435,Toward plant organs in nature: A new database for plant organ system,2020-11-01,,Journal of Electronic Imaging,10.1117/1.JEI.29.6.063009,,,scopus,
1436,Title,2020-11-01,,"Drugs of today (Barcelona, Spain : 1998)",10.1358/dot.2020.56.11.0000000,,,scopus,
1437,Isolation and identification of staphylococcus bacteria contaminate cosmetics and stationary for students of College of Veterinary Medicine-Diyala University,2020-11-01,,Annals of Tropical Medicine and Public Health,10.36295/ASRO.2020.232246,,,scopus,
1438,Removal of heavy metal by adsorbents Carbon nano from River water,2020-11-01,,Annals of Tropical Medicine and Public Health,10.36295/ASRO.2020.232236,,,scopus,
1439,Dynamic Path-decomposed Tries,2020-11-01,,ACM Journal of Experimental Algorithmics,10.1145/3418033,,,scopus,
1440,Certificateless Puklic Key Encryption With Equality Test of Supporting Keyword Search,2020-11-01,,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,10.11999/JEIT190752,,,scopus,
1441,Does litchi flowering vary with cultivars: still an enigma?,2020-11-01,,Acta Horticulturae,10.17660/ACTAHORTIC.2020.1293.13,,,scopus,
1442,Keyword extraction using supervised cumulative TextRank,2020-11-01,,Multimedia Tools and Applications,10.1007/s11042-020-09335-1,,,scopus,
1443,A privacy-preserving multi-keyword ranked retrieval scheme in cloud computing,2020-11-01,,Information Security Journal,10.1080/19393555.2020.1767241,,,scopus,
1444,Knowledge mapping of supply chain risk research based on CiteSpace,2020-11-01,,Computational Intelligence,10.1111/coin.12306,,,scopus,
1445,"EliMFS: Achieving Efficient, Leakage-Resilient, and Multi-Keyword Fuzzy Search on Encrypted Cloud Data",2020-11-01,,IEEE Transactions on Services Computing,10.1109/TSC.2017.2765323,,,scopus,
1446,Dynamic Multi-Phrase Ranked Search over Encrypted Data with Symmetric Searchable Encryption,2020-11-01,,IEEE Transactions on Services Computing,10.1109/TSC.2017.2768045,,,scopus,
1447,Attribute-Based Keyword Search over Hierarchical Data in Cloud Computing,2020-11-01,,IEEE Transactions on Services Computing,10.1109/TSC.2017.2757467,,,scopus,
1448,Augmented Reality could transform last-mile logistics,2020-10-31,,Proceedings - SUI 2020: ACM Symposium on Spatial User Interaction,10.1145/3385959.3422702,,,scopus,
1449,Attention-based end-to-end keywords spotting,2020-10-30,,ACM International Conference Proceeding Series,10.1145/3436369.3437430,,,scopus,
1450,Keyword-based uyghur document image retrieval,2020-10-30,,ACM International Conference Proceeding Series,10.1145/3436369.3437411,,,scopus,
1451,Enhancing Image Retrieval and Re-ranking Efficiency using Hybrid approach,2020-10-30,,"Proceedings of the 2020 International Conference on Smart Innovations in Design, Environment, Management, Planning and Computing, ICSIDEMPC 2020",10.1109/ICSIDEMPC49020.2020.9299579,,,scopus,
1452,Sentiment Mining Analysis of Fuzzy Evaluation Comment Data Based on the Structure of Similar Deep Learning,2020-10-30,,Journal of Physics: Conference Series,10.1088/1742-6596/1648/4/042114,,,scopus,
1453,Mechanical test lung simulation device,2020-10-29,,"2020 8th E-Health and Bioengineering Conference, EHB 2020",10.1109/EHB50910.2020.9280171,,,scopus,
1454,Semantic index for keyword search over tagged data,2020-10-29,,Journal of Physics: Conference Series,10.1088/1742-6596/1650/3/032041,,,scopus,
1455,A Method for Extracting Keywords from English Literature Based on Location Feature Weighting,2020-10-28,,"International Conference on Communication Technology Proceedings, ICCT",10.1109/ICCT50939.2020.9295829,,,scopus,
1456,Energy Efficient Resource Allocation for Wireless Power Transfer Enabled Massive MIMO Systems with Proportional Fairness,2020-10-28,,"International Conference on Communication Technology Proceedings, ICCT",10.1109/ICCT50939.2020.9295855,,,scopus,
1457,Keyword-Based Hadith Grouping Using Fuzzy C-Means Method,2020-10-27,,"2020 2nd International Conference on Cybernetics and Intelligent System, ICORIS 2020",10.1109/ICORIS50180.2020.9320796,,,scopus,
1458,Pseudoceratonic Acid and Moloka'iamine Derivatives from the Red Sea Verongiid Sponge Pseudoceratinaarabica,2020-10-23,,Marine drugs,10.3390/md18110525,,,scopus,
1459,Automatic Lecture Annotation,2020-10-21,,"Proceedings - Frontiers in Education Conference, FIE",10.1109/FIE44824.2020.9274231,,,scopus,
1460,Sumav: A Scheme for Selecting a Keyword from Detection Names using Conditional Probability,2020-10-21,,International Conference on ICT Convergence,10.1109/ICTC49870.2020.9289189,,,scopus,
1461,The Study of Customer Satisfaction Index Characteristic with Local Water Supply Service,2020-10-21,,International Conference on ICT Convergence,10.1109/ICTC49870.2020.9289408,,,scopus,
1462,Newspaper Navigator: Open Faceted Search for 1.5 Million Images,2020-10-20,,UIST 2020 - Adjunct Publication of the 33rd Annual ACM Symposium on User Interface Software and Technology,10.1145/3379350.3416143,,,scopus,
1463,How the Quantum-inspired Framework Supports Keyword Searches on Multi-model Databases,2020-10-19,,"International Conference on Information and Knowledge Management, Proceedings",10.1145/3340531.3418508,,,scopus,
1464,Bibliometric analysis of articles on project management research,2020-10-19,,Periodica Polytechnica Social and Management Sciences,10.3311/PPSO.15717,,,scopus,
1465,Semantic Search over Structured Data,2020-10-19,,"International Conference on Information and Knowledge Management, Proceedings",10.1145/3340531.3417426,,,scopus,
1466,Learning to Create Better Ads: Generation and Ranking Approaches for Ad Creative Refinement,2020-10-19,,"International Conference on Information and Knowledge Management, Proceedings",10.1145/3340531.3412720,,,scopus,
1467,Vertext: An end-to-end ai powered conversation management system for multi-party chat platforms,2020-10-17,,"Proceedings of the ACM Conference on Computer Supported Cooperative Work, CSCW",10.1145/3406865.3418570,,,scopus,
1468,Hidden Markov-based LDA Internet Sensitive Information Text Filtering,2020-10-16,,"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS",10.1109/ICSESS49938.2020.9237650,,,scopus,
1469,Study of Intelligent Question Answering System Based on Ontology,2020-10-16,,"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS",10.1109/ICSESS49938.2020.9237668,,,scopus,
1470,Bibliometrics of Social Media Marketing: The Development Status and Quantitative Analysis,2020-10-16,,"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS",10.1109/ICSESS49938.2020.9237686,,,scopus,
1471,CCTV news broadcast information mining: Keyword extraction based on semantic model and statistics visualization,2020-10-15,,ACM International Conference Proceeding Series,10.1145/3421766.3421827,,,scopus,
1472,An authenticated keyword searchable conditional proxy re-encryption scheme in cloud services,2020-10-14,,"Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020",10.1109/ICCCS49678.2020.9277095,,,scopus,
1473,Tree-based keyword search algorithm over the visual paradigm's class diagram xml to abstracting class information,2020-10-13,,"2020 IEEE 9th Global Conference on Consumer Electronics, GCCE 2020",10.1109/GCCE50665.2020.9291865,,,scopus,
1474,A Study of Tourism Proposal System Using AI,2020-10-13,,"2020 IEEE 9th Global Conference on Consumer Electronics, GCCE 2020",10.1109/GCCE50665.2020.9292070,,,scopus,
1475,Report Search Function Using TF-IDF for PBL Education,2020-10-13,,"2020 IEEE 9th Global Conference on Consumer Electronics, GCCE 2020",10.1109/GCCE50665.2020.9291712,,,scopus,
1476,Accelerating Dynamic Time Warping-Based Keyword Search Using Recurrent Neural Networks,2020-10-05,,"2020 28th Signal Processing and Communications Applications Conference, SIU 2020 - Proceedings",10.1109/SIU49456.2020.9302179,,,scopus,
1477,Experimental Analysis of Keyword-based Social Network Similarity Approach for Document Classification,2020-10-05,,"2020 28th Signal Processing and Communications Applications Conference, SIU 2020 - Proceedings",10.1109/SIU49456.2020.9302224,,,scopus,
1478,Keyword Search for Sign Language using Machine Translation,2020-10-05,,"2020 28th Signal Processing and Communications Applications Conference, SIU 2020 - Proceedings",10.1109/SIU49456.2020.9302337,,,scopus,
1479,Teaching the intersections of technology &amp; design through critical discourse analysis for international audiences,2020-10-03,,SIGDOC 2020 - Proceedings of the 38th ACM International Conference on Design of Communication,10.1145/3380851.3416761,,,scopus,
1480,Effectiveness and cost-effectiveness analysis of nimotuzumab for the radiotherapy of locoregionally advanced nasopharyngeal carcinoma,2020-10-02,,Radiation Oncology,10.1186/s13014-020-01674-5,,,scopus,
1481,Keyword search method of distributed file in large data environment,2020-10-02,,International Journal of Computers and Applications,10.1080/1206212X.2018.1518663,,,scopus,
1482,Research on Text Classification Based on Automatically Extracted Keywords,2020-10-01,,International Journal of Enterprise Information Systems,10.4018/IJEIS.2020100101,,,scopus,
1483,Public-Key Authenticated Encryption with Keyword Search Without Pairings,2020-10-01,,Jisuanji Yanjiu yu Fazhan/Computer Research and Development,10.7544/issn1000-1239.2020.20200318,,,scopus,
1484,Efficient Search for Moving Object Devices in Internet of Things Networks,2020-10-01,,"Proceedings - 2020 IEEE 13th International Conference on Web Services, ICWS 2020",10.1109/ICWS49710.2020.00067,,,scopus,
1485,Research on Searchable Symmetric Encryption,2020-10-01,,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,10.11999/JEIT7_dzyxxxb-42-10-2374,,,scopus,
1486,Efficient Algorithm of Top-k Spatial Keyword Search with OR Semantics,2020-10-01,,Ruan Jian Xue Bao/Journal of Software,10.13328/j.cnki.jos.005810,,,scopus,
1487,"Boundaries, Intersections, and the Parting of Ways in the Letter of James",2020-10-01,,Interpretation (United Kingdom),10.1177/0020964320936401,,,scopus,
1488,Tongue on Fire: Ethics of Speech in James,2020-10-01,,Interpretation (United Kingdom),10.1177/0020964320936404,,,scopus,
1489,Keywords-based test categorization for Extra-Functional Properties,2020-10-01,,"Proceedings - 2020 IEEE 13th International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020",10.1109/ICSTW50294.2020.00035,,,scopus,
1490,"Activation of infrared emission in (iodine, nickel) Co-Doped CdS nanobelts for solar cells and optoelectronic applications",2020-10-01,,Physica B: Condensed Matter,10.1016/j.physb.2020.412328,,,scopus,
1491,Speed Adaptation in Learning from Demonstration through Latent Space Formulation,2020-10-01,,Robotica,10.1017/S0263574719001449,,,scopus,
1492,Disembedded Politics: Neoliberal Reform and Labour Market Institutions in Central and Eastern Europe,2020-10-01,,Government and Opposition,10.1017/gov.2018.41,,,scopus,
1493,Grid-connected advanced energy storage scheme for frequency regulation,2020-10-01,,SN Applied Sciences,10.1007/s42452-020-03418-2,,,scopus,
1494,One step is not enough: a multi-step procedure for building the training set of a query by string keyword spotting system to assist the transcription of historical document,2020-10-01,,Journal of Imaging,10.3390/jimaging6100109,,,scopus,
1495,Forward secure public key encryption with keyword search for cloud-assisted IoT,2020-10-01,,"IEEE International Conference on Cloud Computing, CLOUD",10.1109/CLOUD49709.2020.00083,,,scopus,
1496,A New Automatic Chinese Poetry Generation Model Based on Neural Network,2020-10-01,,"Proceedings - 2020 IEEE World Congress on Services, SERVICES 2020",10.1109/SERVICES48979.2020.00023,,,scopus,
1497,The inhibitory action of copper oxide nanoparticles (CuO NPs) against escherichia coli as an antibiotic,2020-10-01,,Journal of Cardiovascular Disease Research,10.31838/jcdr.2020.11.04.27,,,scopus,
1498,Title,2020-10-01,,"Drugs of today (Barcelona, Spain : 1998)",10.1358/dot.2020.56.10.0000000,,,scopus,
1499,Privately Determining Equality of Rational Numbers,2020-10-01,,Tien Tzu Hsueh Pao/Acta Electronica Sinica,10.3969/j.issn.0372-2112.2020.10.009,,,scopus,
1500,The effect of physical effort on the two variables of cardiac work and the maximum oxygen consumption base on different speeds and a specific distance for football players,2020-10-01,,Annals of Tropical Medicine and Public Health,10.36295/ASRO.2020.231429,,,scopus,
1501,"Perspectives of clients and providers on factors influencing opioid agonist treatment uptake among HIV-positive people who use drugs in Indonesia, Ukraine, and Vietnam: HPTN 074 study",2020-10-01,,Harm Reduction Journal,10.1186/s12954-020-00415-x,,,scopus,
1502,User-friendly interface for fast and easy construction of Dalton input files,2020-10-01,,Journal of Molecular Modeling,10.1007/s00894-020-04482-6,,,scopus,
1503,Zone-based keyword spotting in Bangla and Devanagari documents,2020-10-01,,Multimedia Tools and Applications,10.1007/s11042-019-08442-y,,,scopus,
1504,Robust keyword search in large attributed graphs,2020-10-01,,Information Retrieval Journal,10.1007/s10791-020-09379-9,,,scopus,
